user_id,class,screen_on_h_day,data_mb_day,drain_mAh_day,tte_est_daily_h,tte_est_active_h
108,1,1.4,278.0,403.0,238.2133995037221,13.895781637717121
109,3,5.5,711.0,1754.0,54.732041049030784,12.542759407069555
110,3,6.0,889.0,1641.0,58.50091407678245,14.625228519195613
111,2,3.8,459.0,718.0,133.70473537604457,21.16991643454039
112,5,8.6,2344.0,2447.0,39.231712300776465,14.058030241111565
113,3,5.1,748.0,1483.0,64.73364801078894,13.75590020229265
114,2,3.2,404.0,818.0,117.359413202934,15.647921760391197
115,4,7.9,1324.0,2156.0,44.526901669758814,14.656771799628942
116,2,3.2,596.0,651.0,147.46543778801842,19.662058371735792
117,1,1.2,281.0,409.0,234.718826405868,11.7359413202934
118,3,5.2,909.0,1631.0,58.859595340282034,12.752912323727774
119,1,1.6,124.0,590.0,162.71186440677965,10.847457627118644
120,2,2.7,428.0,1018.0,94.30255402750491,10.609037328094303
121,4,6.6,1150.0,2085.0,46.0431654676259,12.661870503597122
122,5,8.7,2189.0,2484.0,38.64734299516908,14.009661835748792
123,5,10.0,2391.0,2541.0,37.78040141676506,15.741833923652106
124,5,8.1,1924.0,2686.0,35.740878629932986,12.062546537602383
125,3,5.1,714.0,1702.0,56.40423031727379,11.98589894242068
126,5,11.8,2378.0,2858.0,33.58992302309307,16.515045486354094
127,4,7.4,1321.0,2149.0,44.67194043741275,13.773848301535597
128,3,4.2,667.0,1439.0,66.71299513551077,11.674774148714384
129,2,2.5,465.0,678.0,141.5929203539823,14.749262536873156
130,2,3.3,412.0,751.0,127.8295605858855,17.576564580559253
131,5,10.8,1886.0,2923.0,32.842969551830315,14.77933629832364
132,4,7.2,1226.0,2056.0,46.69260700389105,14.007782101167315
133,2,3.6,458.0,1193.0,80.4694048616932,12.070410729253982
134,1,1.0,139.0,313.0,306.7092651757189,12.779552715654953
135,1,1.6,285.0,303.0,316.83168316831683,21.122112211221122
136,5,11.3,1856.0,2528.0,37.9746835443038,17.879746835443036
137,1,1.7,216.0,375.0,256.0,18.133333333333333
138,3,4.5,868.0,1368.0,70.17543859649123,13.157894736842104
139,5,9.7,2076.0,2876.0,33.379694019471486,13.490959666203059
140,5,11.1,1796.0,2429.0,39.52243721696171,18.27912721284479
141,3,5.2,655.0,1510.0,63.576158940397356,13.774834437086092
142,4,6.3,1337.0,2044.0,46.96673189823875,12.32876712328767
143,2,2.2,429.0,896.0,107.14285714285714,9.821428571428571
144,1,1.1,201.0,528.0,181.8181818181818,8.333333333333334
145,5,11.2,2069.0,2417.0,39.718659495242036,18.53537443111295
146,3,5.3,974.0,1281.0,74.94145199063232,16.549570647931304
147,4,7.4,1026.0,2289.0,41.9397116644823,12.931411096548711
148,1,1.6,234.0,385.0,249.35064935064935,16.623376623376622
149,3,4.2,823.0,1677.0,57.24508050089445,10.01788908765653
150,2,3.7,459.0,873.0,109.96563573883161,16.95303550973654
151,5,9.4,1539.0,2583.0,37.16608594657375,14.556716995741386
152,1,1.6,207.0,315.0,304.76190476190476,20.317460317460316
153,2,2.0,396.0,741.0,129.55465587044534,10.796221322537113
154,4,7.5,1185.0,2277.0,42.16073781291173,13.175230566534914
155,1,1.5,102.0,364.0,263.7362637362637,16.483516483516482
156,2,3.4,493.0,893.0,107.50279955207166,15.22956326987682
157,1,1.7,136.0,439.0,218.6788154897494,15.489749430523919
158,4,7.8,1062.0,2102.0,45.67078972407231,14.843006660323502
159,4,6.5,1493.0,2375.0,40.421052631578945,10.947368421052632
160,2,2.4,305.0,859.0,111.75785797438883,11.175785797438882
161,1,1.6,262.0,540.0,177.77777777777777,11.851851851851851
162,1,1.9,112.0,526.0,182.50950570342206,14.448669201520913
163,4,7.7,1440.0,2067.0,46.44412191582003,14.90082244799226
164,1,2.0,139.0,469.0,204.6908315565032,17.057569296375267
165,3,4.8,851.0,1238.0,77.54442649434571,15.508885298869144
166,5,8.4,1540.0,2993.0,32.07484129635817,11.226194453725359
167,5,11.3,2366.0,2968.0,32.34501347708895,15.22911051212938
168,1,1.5,158.0,467.0,205.5674518201285,12.84796573875803
169,3,5.4,791.0,1370.0,70.07299270072993,15.766423357664234
170,5,11.8,1894.0,2431.0,39.48992184286302,19.41587823940765
171,2,3.7,524.0,1124.0,85.40925266903915,13.167259786476869
172,1,1.1,208.0,487.0,197.12525667351127,9.034907597535934
173,2,2.8,578.0,935.0,102.67379679144386,11.97860962566845
174,4,6.6,1406.0,1817.0,52.83434232250963,14.529444138690149
175,1,1.6,113.0,509.0,188.60510805500982,12.573673870333987
176,3,5.2,629.0,1660.0,57.83132530120483,12.53012048192771
177,3,5.4,826.0,1738.0,55.23590333716916,12.428078250863061
178,3,5.7,972.0,1471.0,65.26172671651938,15.499660095173352
179,3,5.7,692.0,1582.0,60.682680151706705,14.412136536030342
180,5,11.9,2007.0,2853.0,33.64879074658255,16.684192078513846
181,2,2.4,571.0,1124.0,85.40925266903915,8.540925266903914
182,4,6.4,1079.0,2109.0,45.51920341394026,12.138454243717401
183,5,9.2,2416.0,2936.0,32.6975476839237,12.534059945504087
184,1,1.2,275.0,308.0,311.68831168831167,15.584415584415584
185,5,10.4,1564.0,2984.0,32.171581769437,13.941018766756033
186,5,10.7,1995.0,2738.0,35.06208911614317,15.631848064280497
187,4,7.8,1088.0,2014.0,47.666335650446875,15.491559086395233
188,1,1.1,185.0,379.0,253.29815303430078,11.609498680738787
189,2,2.0,589.0,602.0,159.468438538206,13.289036544850498
190,1,1.1,265.0,402.0,238.8059701492537,10.945273631840797
191,2,2.2,423.0,917.0,104.68920392584513,9.59651035986914
192,1,1.9,161.0,477.0,201.25786163522014,15.932914046121594
193,4,7.2,1127.0,1822.0,52.68935236004391,15.806805708013172
194,3,4.1,997.0,1287.0,74.5920745920746,12.742812742812744
195,4,6.4,1300.0,2109.0,45.51920341394026,12.138454243717401
196,3,4.7,659.0,1512.0,63.492063492063494,12.433862433862434
197,3,4.4,991.0,1407.0,68.23027718550107,12.508884150675195
198,2,3.7,320.0,1116.0,86.0215053763441,13.261648745519713
199,1,1.6,197.0,549.0,174.86338797814207,11.657559198542804
200,2,2.8,431.0,971.0,98.86714727085479,11.53450051493306
201,5,8.9,2252.0,2920.0,32.87671232876712,12.191780821917808
202,2,3.7,314.0,1153.0,83.26105810928014,12.836079791847355
203,1,1.3,262.0,327.0,293.57798165137615,15.902140672782874
204,1,1.6,146.0,463.0,207.34341252699784,13.822894168466522
205,2,3.3,433.0,961.0,99.89594172736732,13.735691987513007
206,4,6.5,1421.0,2084.0,46.06525911708253,12.476007677543187
207,1,1.7,207.0,455.0,210.989010989011,14.945054945054945
208,2,3.1,419.0,620.0,154.83870967741933,20.0
209,5,9.3,1990.0,2606.0,36.83806600153492,14.274750575594782
210,3,4.6,823.0,1385.0,69.31407942238268,13.28519855595668
211,4,6.1,1434.0,2108.0,45.54079696394687,11.574952561669829
212,5,10.9,2017.0,2752.0,34.883720930232556,15.843023255813954
213,2,3.4,445.0,714.0,134.45378151260502,19.047619047619047
214,1,1.1,246.0,588.0,163.26530612244898,7.482993197278912
215,2,3.3,461.0,1175.0,81.70212765957447,11.23404255319149
216,5,8.4,2471.0,2559.0,37.51465416178195,13.13012895662368
217,4,6.9,1397.0,2282.0,42.068361086766,12.094653812445223
218,5,9.5,1565.0,2855.0,33.62521891418564,13.309982486865149
219,5,9.6,1805.0,2873.0,33.41454925165333,13.36581970066133
220,2,3.2,417.0,603.0,159.20398009950247,21.22719734660033
221,4,6.8,1300.0,2093.0,45.86717630195891,12.995699952221692
222,2,2.0,417.0,1007.0,95.33267130089375,7.944389275074479
223,4,6.1,1290.0,1941.0,49.459041731066456,12.570839773312725
224,5,10.7,2148.0,2556.0,37.55868544600939,16.74491392801252
225,2,2.5,563.0,690.0,139.1304347826087,14.492753623188406
226,5,10.8,2438.0,2712.0,35.39823008849557,15.929203539823009
227,4,7.0,1376.0,2185.0,43.93592677345538,12.814645308924485
228,3,5.2,626.0,1318.0,72.83763277693475,15.781487101669196
229,2,3.8,368.0,649.0,147.91987673343607,23.42064714946071
230,4,7.3,1164.0,1946.0,49.331963001027745,15.00513874614594
231,2,2.3,526.0,1083.0,88.64265927977839,8.494921514312097
232,5,8.9,2150.0,2855.0,33.62521891418564,12.469352014010507
233,5,10.0,1763.0,2720.0,35.294117647058826,14.705882352941176
234,2,3.4,580.0,1059.0,90.65155807365439,12.842304060434373
235,2,3.8,529.0,636.0,150.9433962264151,23.89937106918239
236,1,1.4,295.0,369.0,260.1626016260163,15.176151761517616
237,5,8.9,1730.0,2549.0,37.661828167908986,13.966261278932915
238,4,6.9,1130.0,2142.0,44.817927170868344,12.88515406162465
239,1,1.7,107.0,585.0,164.1025641025641,11.623931623931623
240,5,10.8,2118.0,2711.0,35.41128734784212,15.935079306528957
241,1,1.7,191.0,302.0,317.88079470198676,22.516556291390728
242,5,11.7,2133.0,2764.0,34.73227206946454,16.931982633863964
243,2,3.5,338.0,761.0,126.14980289093299,18.396846254927727
244,4,6.5,1341.0,2378.0,40.37005887300252,10.933557611438184
245,1,1.3,253.0,479.0,200.41753653444678,10.855949895615867
246,3,5.0,844.0,1542.0,62.25680933852141,12.970168612191959
247,1,1.5,257.0,590.0,162.71186440677965,10.169491525423728
248,4,6.2,1066.0,2205.0,43.5374149659864,11.24716553287982
249,2,4.0,581.0,866.0,110.85450346420322,18.475750577367204
250,1,1.9,230.0,537.0,178.7709497206704,14.15270018621974
251,1,1.4,272.0,324.0,296.2962962962963,17.28395061728395
252,4,7.9,1477.0,2332.0,41.1663807890223,13.550600343053173
253,5,10.5,1787.0,2460.0,39.02439024390244,17.073170731707318
254,2,2.4,478.0,982.0,97.75967413441956,9.775967413441956
255,1,1.2,172.0,398.0,241.2060301507538,12.06030150753769
256,4,7.0,1101.0,2352.0,40.816326530612244,11.904761904761905
257,4,7.7,1116.0,1863.0,51.529790660225444,16.532474503488995
258,3,5.0,686.0,1655.0,58.00604229607251,12.084592145015106
259,3,4.0,914.0,1791.0,53.60134003350083,8.93355667225014
260,5,9.0,2497.0,2613.0,36.739380022962116,13.777267508610793
261,1,1.3,151.0,490.0,195.9183673469388,10.612244897959183
262,4,6.6,1227.0,2394.0,40.100250626566414,11.027568922305765
263,5,9.6,2125.0,2954.0,32.49830737982397,12.999322951929587
264,1,1.7,109.0,359.0,267.40947075208913,18.941504178272982
265,4,6.8,1079.0,2000.0,48.0,13.6
266,5,8.4,1508.0,2849.0,33.696033696033695,11.793611793611793
267,3,4.1,752.0,1608.0,59.70149253731343,10.199004975124378
268,5,9.4,2151.0,2766.0,34.70715835140997,13.593637020968908
269,3,4.7,861.0,1642.0,58.4652862362972,11.449451887941535
270,4,6.6,1450.0,2160.0,44.44444444444444,12.222222222222221
271,4,6.5,1266.0,1969.0,48.755713560182826,13.204672422549518
272,3,4.2,888.0,1360.0,70.58823529411765,12.352941176470589
273,2,2.2,453.0,1002.0,95.80838323353294,8.782435129740518
274,2,2.3,588.0,1014.0,94.67455621301775,9.072978303747535
275,2,2.6,568.0,639.0,150.23474178403757,16.275430359937403
276,5,11.9,1738.0,2702.0,35.52923760177646,17.616580310880828
277,3,5.9,629.0,1666.0,57.62304921968787,14.165666266506603
278,3,4.4,878.0,1607.0,59.738643434972005,10.952084629744867
279,1,1.6,122.0,417.0,230.21582733812951,15.347721822541967
280,4,7.8,1136.0,2029.0,47.31394775751602,15.377033021192705
281,1,1.7,163.0,403.0,238.2133995037221,16.87344913151365
282,1,1.7,268.0,530.0,181.1320754716981,12.830188679245284
283,4,7.7,1209.0,2114.0,45.411542100283825,14.56953642384106
284,1,1.3,169.0,542.0,177.1217712177122,9.59409594095941
285,4,6.9,1024.0,1820.0,52.74725274725275,15.164835164835164
286,5,10.8,1538.0,2805.0,34.224598930481285,15.401069518716577
287,4,7.4,1376.0,2136.0,44.9438202247191,13.857677902621722
288,3,4.0,811.0,1519.0,63.19947333772219,10.533245556287032
289,2,3.7,473.0,619.0,155.08885298869143,23.909531502423263
290,1,1.2,146.0,415.0,231.3253012048193,11.566265060240964
291,4,7.6,1047.0,2199.0,43.656207366984994,13.824465666211914
292,1,1.6,149.0,360.0,266.66666666666663,17.77777777777778
293,1,1.8,208.0,497.0,193.158953722334,14.486921529175051
294,3,4.5,649.0,1781.0,53.90230207748456,10.106681639528356
295,5,8.5,1795.0,2660.0,36.09022556390977,12.781954887218046
296,1,1.8,130.0,481.0,199.5841995841996,14.96881496881497
297,4,6.6,1163.0,2214.0,43.36043360433604,11.924119241192411
298,2,2.7,344.0,805.0,119.25465838509317,13.416149068322982
299,3,5.2,778.0,1641.0,58.50091407678245,12.67519804996953
300,2,3.3,499.0,748.0,128.3422459893048,17.647058823529413
301,4,6.5,1314.0,2113.0,45.43303360151444,12.304779933743493
302,3,4.4,971.0,1505.0,63.7873754152824,11.694352159468439
303,4,6.0,1086.0,2290.0,41.92139737991266,10.480349344978166
304,5,11.4,1923.0,2443.0,39.29594760540319,18.665575112566515
305,2,2.9,322.0,1117.0,85.94449418084153,10.384959713518352
306,2,2.8,594.0,686.0,139.94169096209913,16.3265306122449
307,3,5.0,877.0,1232.0,77.92207792207792,16.233766233766232
308,4,7.5,1213.0,2176.0,44.11764705882353,13.786764705882353
309,3,5.1,666.0,1226.0,78.30342577487765,16.6394779771615
310,4,6.8,1167.0,2027.0,47.360631475086336,13.418845584607794
311,3,4.2,868.0,1507.0,63.70272063702721,11.14797611147976
312,4,7.2,1055.0,2397.0,40.05006257822278,12.015018773466833
313,2,2.9,563.0,1054.0,91.08159392789373,11.005692599620494
314,2,3.0,308.0,820.0,117.07317073170731,14.634146341463415
315,3,4.9,632.0,1566.0,61.30268199233717,12.515964240102171
316,1,2.0,103.0,320.0,300.0,25.0
317,3,4.3,953.0,1737.0,55.26770293609671,9.902130109383995
318,2,2.2,434.0,827.0,116.08222490931077,10.64087061668682
319,4,6.6,1076.0,2026.0,47.384007897334655,13.030602171767029
320,5,11.3,2481.0,2590.0,37.06563706563706,17.45173745173745
321,3,4.4,984.0,1275.0,75.29411764705883,13.803921568627452
322,3,6.0,666.0,1489.0,64.47280053727333,16.118200134318336
323,4,6.3,1456.0,2001.0,47.976011994003,12.593703148425787
324,1,1.3,156.0,490.0,195.9183673469388,10.612244897959183
325,4,7.5,1115.0,2007.0,47.83258594917788,14.947683109118087
326,3,4.3,638.0,1554.0,61.77606177606178,11.068211068211069
327,3,6.0,881.0,1707.0,56.2390158172232,14.0597539543058
328,1,2.0,127.0,574.0,167.24738675958187,13.937282229965156
329,1,1.6,274.0,420.0,228.57142857142856,15.238095238095237
330,5,8.3,1820.0,2865.0,33.50785340314136,11.588132635253054
331,3,4.6,796.0,1534.0,62.581486310299866,11.994784876140809
332,2,3.8,362.0,727.0,132.04951856946354,20.90784044016506
333,3,6.0,904.0,1762.0,54.48354143019296,13.620885357548241
334,4,7.5,1324.0,2001.0,47.976011994003,14.992503748125937
335,1,1.5,246.0,375.0,256.0,16.0
336,5,9.8,1632.0,2905.0,33.04647160068846,13.493975903614459
337,4,7.9,1472.0,2292.0,41.8848167539267,13.787085514834207
338,1,1.3,252.0,561.0,171.12299465240642,9.269162210338681
339,4,6.1,1449.0,2267.0,42.3467137185708,10.763123070136745
340,1,1.2,155.0,590.0,162.71186440677965,8.135593220338983
341,1,1.0,223.0,435.0,220.68965517241378,9.195402298850574
342,5,10.3,1863.0,2718.0,35.32008830022075,15.158204562178073
343,5,10.5,1683.0,2971.0,32.312352743184114,14.13665432514305
344,3,6.0,645.0,1533.0,62.62230919765166,15.655577299412915
345,3,5.8,840.0,1309.0,73.33842627960274,17.723453017570666
346,4,7.7,1431.0,1974.0,48.632218844984806,15.602836879432624
347,2,3.3,447.0,1020.0,94.11764705882352,12.941176470588236
348,1,1.4,266.0,542.0,177.1217712177122,10.33210332103321
349,2,3.8,510.0,866.0,110.85450346420322,17.551963048498845
350,4,7.4,1387.0,2314.0,41.48660328435609,12.791702679343128
351,4,6.9,1463.0,2111.0,45.476077688299384,13.074372335386073
352,1,1.5,281.0,593.0,161.88870151770658,10.118043844856661
353,3,4.6,954.0,1230.0,78.04878048780488,14.959349593495935
354,4,7.5,1075.0,1823.0,52.66044980800878,16.456390565002742
355,1,1.4,106.0,455.0,210.989010989011,12.307692307692308
356,1,1.9,287.0,574.0,167.24738675958187,13.240418118466899
357,3,4.1,905.0,1326.0,72.39819004524887,12.368024132730016
358,5,9.5,1986.0,2840.0,33.80281690140845,13.380281690140846
359,1,2.0,253.0,366.0,262.2950819672131,21.85792349726776
360,3,4.6,845.0,1325.0,72.45283018867926,13.88679245283019
361,5,11.8,2208.0,2435.0,39.42505133470226,19.38398357289528
362,5,10.4,1609.0,2900.0,33.10344827586207,14.344827586206897
363,1,1.5,259.0,341.0,281.524926686217,17.59530791788856
364,4,7.9,1499.0,2159.0,44.465030106530804,14.636405743399722
365,5,8.6,1935.0,2539.0,37.81016148089799,13.54864119732178
366,4,7.2,1341.0,1965.0,48.854961832061065,14.65648854961832
367,5,11.6,1767.0,2464.0,38.96103896103896,18.83116883116883
368,5,11.2,2477.0,2876.0,33.379694019471486,15.577190542420027
369,2,3.9,408.0,747.0,128.5140562248996,20.883534136546185
370,2,2.4,503.0,816.0,117.64705882352942,11.764705882352942
371,5,9.8,1548.0,2765.0,34.719710669077756,14.177215189873417
372,5,10.6,1823.0,2547.0,37.69140164899882,16.647035728307813
373,5,10.9,2335.0,2514.0,38.18615751789976,17.342879872712807
374,5,11.3,1663.0,2947.0,32.57550050899219,15.337631489650493
375,1,1.3,164.0,434.0,221.19815668202762,11.981566820276498
376,1,1.1,232.0,531.0,180.79096045197738,8.286252354048964
377,1,1.7,122.0,490.0,195.9183673469388,13.877551020408163
378,4,6.0,1072.0,1875.0,51.2,12.8
379,5,10.8,1623.0,2445.0,39.263803680981596,17.66871165644172
380,2,3.0,313.0,922.0,104.12147505422993,13.015184381778742
381,3,4.6,653.0,1767.0,54.32937181663837,10.413129598189022
382,5,10.4,1813.0,2453.0,39.13575214023645,16.958825927435793
383,1,1.5,299.0,373.0,257.372654155496,16.0857908847185
384,2,2.9,322.0,653.0,147.01378254211335,17.76416539050536
385,2,3.0,548.0,890.0,107.86516853932585,13.48314606741573
386,4,6.6,1096.0,2041.0,47.03576678098971,12.93483586477217
387,2,2.0,457.0,925.0,103.78378378378379,8.64864864864865
388,1,1.3,199.0,461.0,208.24295010845987,11.279826464208243
389,5,11.6,2191.0,2968.0,32.34501347708895,15.633423180592992
390,2,2.8,313.0,775.0,123.87096774193549,14.451612903225806
391,4,7.9,1021.0,2231.0,43.03003137606455,14.164051994621246
392,4,6.1,1359.0,1901.0,50.49973698053656,12.835349815886376
393,2,3.5,313.0,1055.0,90.99526066350711,13.270142180094787
394,4,7.4,1459.0,2129.0,45.09159229685298,13.903240958196337
395,5,9.2,1774.0,2663.0,36.0495681562148,13.819001126549004
396,4,6.8,1356.0,2288.0,41.95804195804196,11.888111888111888
397,1,1.1,143.0,437.0,219.6796338672769,10.068649885583524
398,5,11.6,2175.0,2798.0,34.310221586847746,16.58327376697641
399,1,1.6,221.0,323.0,297.2136222910217,19.814241486068113
400,1,1.5,203.0,571.0,168.12609457092822,10.507880910683012
401,5,11.1,1891.0,2821.0,34.03048564338887,15.739099610067353
402,2,2.7,508.0,612.0,156.86274509803923,17.647058823529413
403,4,7.4,1264.0,1960.0,48.9795918367347,15.10204081632653
404,5,8.6,1657.0,2595.0,36.994219653179194,13.25626204238921
405,5,8.2,2102.0,2618.0,36.66921313980137,12.52864782276547
406,4,7.3,1017.0,2340.0,41.02564102564102,12.478632478632479
407,2,3.2,567.0,994.0,96.579476861167,12.877263581488934
408,4,7.3,1049.0,2291.0,41.9030990833697,12.74552597119162
409,4,7.8,1242.0,2289.0,41.9397116644823,13.63040629095675
410,4,6.9,1434.0,2366.0,40.57480980557904,11.665257819103973
411,5,11.8,2074.0,2790.0,34.40860215053763,16.91756272401434
412,5,8.2,1928.0,2918.0,32.899246058944485,11.240575736806031
413,3,5.1,769.0,1692.0,56.737588652482266,12.056737588652481
414,3,5.0,957.0,1532.0,62.663185378590086,13.054830287206267
415,2,2.0,573.0,1171.0,81.98121263877027,6.831767719897523
416,2,2.3,394.0,608.0,157.89473684210526,15.131578947368421
417,3,5.1,737.0,1293.0,74.24593967517401,15.777262180974478
418,5,11.7,2481.0,2655.0,36.15819209039548,17.627118644067796
419,3,4.9,964.0,1549.0,61.97546804389929,12.653324725629439
420,1,1.4,228.0,454.0,211.45374449339204,12.334801762114537
421,1,1.4,198.0,416.0,230.76923076923077,13.461538461538462
