source,user_id,class,scenario_id,title_zh,tte_h,tte_p05_h,tte_p50_h,tte_p95_h
user_behavior_daily,101.0,1.0,,,246.78663239074552,,,
user_behavior_daily,102.0,3.0,,,79.33884297520662,,,
user_behavior_daily,103.0,2.0,,,103.33692142088267,,,
user_behavior_daily,104.0,3.0,,,53.90230207748456,,,
user_behavior_daily,105.0,2.0,,,86.2533692722372,,,
user_behavior_daily,106.0,1.0,,,164.1025641025641,,,
user_behavior_daily,107.0,2.0,,,149.53271028037383,,,
user_behavior_daily,108.0,1.0,,,238.2133995037221,,,
user_behavior_daily,109.0,3.0,,,54.732041049030784,,,
user_behavior_daily,110.0,3.0,,,58.50091407678245,,,
user_behavior_daily,111.0,2.0,,,133.70473537604457,,,
user_behavior_daily,112.0,5.0,,,39.231712300776465,,,
user_behavior_daily,113.0,3.0,,,64.73364801078894,,,
user_behavior_daily,114.0,2.0,,,117.359413202934,,,
user_behavior_daily,115.0,4.0,,,44.526901669758814,,,
user_behavior_daily,116.0,2.0,,,147.46543778801842,,,
user_behavior_daily,117.0,1.0,,,234.718826405868,,,
user_behavior_daily,118.0,3.0,,,58.859595340282034,,,
user_behavior_daily,119.0,1.0,,,162.71186440677965,,,
user_behavior_daily,120.0,2.0,,,94.30255402750493,,,
user_behavior_daily,121.0,4.0,,,46.0431654676259,,,
user_behavior_daily,122.0,5.0,,,38.64734299516908,,,
user_behavior_daily,123.0,5.0,,,37.78040141676506,,,
user_behavior_daily,124.0,5.0,,,35.740878629932986,,,
user_behavior_daily,125.0,3.0,,,56.40423031727379,,,
user_behavior_daily,126.0,5.0,,,33.58992302309307,,,
user_behavior_daily,127.0,4.0,,,44.67194043741275,,,
user_behavior_daily,128.0,3.0,,,66.71299513551077,,,
user_behavior_daily,129.0,2.0,,,141.5929203539823,,,
user_behavior_daily,130.0,2.0,,,127.8295605858855,,,
user_behavior_daily,131.0,5.0,,,32.842969551830315,,,
user_behavior_daily,132.0,4.0,,,46.69260700389105,,,
user_behavior_daily,133.0,2.0,,,80.4694048616932,,,
user_behavior_daily,134.0,1.0,,,306.7092651757189,,,
user_behavior_daily,135.0,1.0,,,316.83168316831683,,,
user_behavior_daily,136.0,5.0,,,37.9746835443038,,,
user_behavior_daily,137.0,1.0,,,256.0,,,
user_behavior_daily,138.0,3.0,,,70.17543859649123,,,
user_behavior_daily,139.0,5.0,,,33.379694019471486,,,
user_behavior_daily,140.0,5.0,,,39.52243721696171,,,
user_behavior_daily,141.0,3.0,,,63.57615894039736,,,
user_behavior_daily,142.0,4.0,,,46.96673189823875,,,
user_behavior_daily,143.0,2.0,,,107.14285714285714,,,
user_behavior_daily,144.0,1.0,,,181.8181818181818,,,
user_behavior_daily,145.0,5.0,,,39.71865949524203,,,
user_behavior_daily,146.0,3.0,,,74.94145199063232,,,
user_behavior_daily,147.0,4.0,,,41.9397116644823,,,
user_behavior_daily,148.0,1.0,,,249.35064935064935,,,
user_behavior_daily,149.0,3.0,,,57.24508050089445,,,
user_behavior_daily,150.0,2.0,,,109.9656357388316,,,
user_behavior_daily,151.0,5.0,,,37.16608594657375,,,
user_behavior_daily,152.0,1.0,,,304.76190476190476,,,
user_behavior_daily,153.0,2.0,,,129.55465587044534,,,
user_behavior_daily,154.0,4.0,,,42.16073781291173,,,
user_behavior_daily,155.0,1.0,,,263.7362637362637,,,
user_behavior_daily,156.0,2.0,,,107.50279955207166,,,
user_behavior_daily,157.0,1.0,,,218.6788154897494,,,
user_behavior_daily,158.0,4.0,,,45.67078972407231,,,
user_behavior_daily,159.0,4.0,,,40.421052631578945,,,
user_behavior_daily,160.0,2.0,,,111.75785797438884,,,
user_behavior_daily,161.0,1.0,,,177.77777777777777,,,
user_behavior_daily,162.0,1.0,,,182.5095057034221,,,
user_behavior_daily,163.0,4.0,,,46.44412191582003,,,
user_behavior_daily,164.0,1.0,,,204.6908315565032,,,
user_behavior_daily,165.0,3.0,,,77.54442649434571,,,
user_behavior_daily,166.0,5.0,,,32.07484129635817,,,
user_behavior_daily,167.0,5.0,,,32.34501347708895,,,
user_behavior_daily,168.0,1.0,,,205.5674518201285,,,
user_behavior_daily,169.0,3.0,,,70.07299270072993,,,
user_behavior_daily,170.0,5.0,,,39.48992184286302,,,
user_behavior_daily,171.0,2.0,,,85.40925266903915,,,
user_behavior_daily,172.0,1.0,,,197.12525667351127,,,
user_behavior_daily,173.0,2.0,,,102.67379679144386,,,
user_behavior_daily,174.0,4.0,,,52.83434232250963,,,
user_behavior_daily,175.0,1.0,,,188.60510805500985,,,
user_behavior_daily,176.0,3.0,,,57.83132530120483,,,
user_behavior_daily,177.0,3.0,,,55.23590333716916,,,
user_behavior_daily,178.0,3.0,,,65.26172671651938,,,
user_behavior_daily,179.0,3.0,,,60.682680151706705,,,
user_behavior_daily,180.0,5.0,,,33.64879074658255,,,
user_behavior_daily,181.0,2.0,,,85.40925266903915,,,
user_behavior_daily,182.0,4.0,,,45.51920341394026,,,
user_behavior_daily,183.0,5.0,,,32.6975476839237,,,
user_behavior_daily,184.0,1.0,,,311.68831168831167,,,
user_behavior_daily,185.0,5.0,,,32.171581769437,,,
user_behavior_daily,186.0,5.0,,,35.06208911614317,,,
user_behavior_daily,187.0,4.0,,,47.666335650446875,,,
user_behavior_daily,188.0,1.0,,,253.2981530343008,,,
user_behavior_daily,189.0,2.0,,,159.468438538206,,,
user_behavior_daily,190.0,1.0,,,238.8059701492537,,,
user_behavior_daily,191.0,2.0,,,104.68920392584512,,,
user_behavior_daily,192.0,1.0,,,201.25786163522017,,,
user_behavior_daily,193.0,4.0,,,52.68935236004391,,,
user_behavior_daily,194.0,3.0,,,74.5920745920746,,,
user_behavior_daily,195.0,4.0,,,45.51920341394026,,,
user_behavior_daily,196.0,3.0,,,63.492063492063494,,,
user_behavior_daily,197.0,3.0,,,68.23027718550107,,,
user_behavior_daily,198.0,2.0,,,86.0215053763441,,,
user_behavior_daily,199.0,1.0,,,174.86338797814207,,,
user_behavior_daily,200.0,2.0,,,98.8671472708548,,,
user_behavior_daily,201.0,5.0,,,32.87671232876712,,,
user_behavior_daily,202.0,2.0,,,83.26105810928014,,,
user_behavior_daily,203.0,1.0,,,293.57798165137615,,,
user_behavior_daily,204.0,1.0,,,207.34341252699784,,,
user_behavior_daily,205.0,2.0,,,99.89594172736732,,,
user_behavior_daily,206.0,4.0,,,46.06525911708253,,,
user_behavior_daily,207.0,1.0,,,210.989010989011,,,
user_behavior_daily,208.0,2.0,,,154.83870967741933,,,
user_behavior_daily,209.0,5.0,,,36.83806600153492,,,
user_behavior_daily,210.0,3.0,,,69.31407942238268,,,
user_behavior_daily,211.0,4.0,,,45.54079696394687,,,
user_behavior_daily,212.0,5.0,,,34.883720930232556,,,
user_behavior_daily,213.0,2.0,,,134.45378151260502,,,
user_behavior_daily,214.0,1.0,,,163.26530612244898,,,
user_behavior_daily,215.0,2.0,,,81.70212765957447,,,
user_behavior_daily,216.0,5.0,,,37.51465416178195,,,
user_behavior_daily,217.0,4.0,,,42.068361086766,,,
user_behavior_daily,218.0,5.0,,,33.62521891418564,,,
user_behavior_daily,219.0,5.0,,,33.41454925165333,,,
user_behavior_daily,220.0,2.0,,,159.20398009950247,,,
user_behavior_daily,221.0,4.0,,,45.86717630195891,,,
user_behavior_daily,222.0,2.0,,,95.33267130089376,,,
user_behavior_daily,223.0,4.0,,,49.459041731066456,,,
user_behavior_daily,224.0,5.0,,,37.55868544600939,,,
user_behavior_daily,225.0,2.0,,,139.1304347826087,,,
user_behavior_daily,226.0,5.0,,,35.39823008849557,,,
user_behavior_daily,227.0,4.0,,,43.93592677345538,,,
user_behavior_daily,228.0,3.0,,,72.83763277693475,,,
user_behavior_daily,229.0,2.0,,,147.91987673343607,,,
user_behavior_daily,230.0,4.0,,,49.331963001027745,,,
user_behavior_daily,231.0,2.0,,,88.64265927977839,,,
user_behavior_daily,232.0,5.0,,,33.62521891418564,,,
user_behavior_daily,233.0,5.0,,,35.294117647058826,,,
user_behavior_daily,234.0,2.0,,,90.6515580736544,,,
user_behavior_daily,235.0,2.0,,,150.9433962264151,,,
user_behavior_daily,236.0,1.0,,,260.1626016260163,,,
user_behavior_daily,237.0,5.0,,,37.661828167908986,,,
user_behavior_daily,238.0,4.0,,,44.817927170868344,,,
user_behavior_daily,239.0,1.0,,,164.1025641025641,,,
user_behavior_daily,240.0,5.0,,,35.41128734784212,,,
user_behavior_daily,241.0,1.0,,,317.88079470198676,,,
user_behavior_daily,242.0,5.0,,,34.73227206946454,,,
user_behavior_daily,243.0,2.0,,,126.149802890933,,,
user_behavior_daily,244.0,4.0,,,40.37005887300252,,,
user_behavior_daily,245.0,1.0,,,200.4175365344468,,,
user_behavior_daily,246.0,3.0,,,62.25680933852141,,,
user_behavior_daily,247.0,1.0,,,162.71186440677965,,,
user_behavior_daily,248.0,4.0,,,43.5374149659864,,,
user_behavior_daily,249.0,2.0,,,110.85450346420322,,,
user_behavior_daily,250.0,1.0,,,178.7709497206704,,,
user_behavior_daily,251.0,1.0,,,296.2962962962963,,,
user_behavior_daily,252.0,4.0,,,41.1663807890223,,,
user_behavior_daily,253.0,5.0,,,39.02439024390244,,,
user_behavior_daily,254.0,2.0,,,97.75967413441956,,,
user_behavior_daily,255.0,1.0,,,241.2060301507538,,,
user_behavior_daily,256.0,4.0,,,40.81632653061224,,,
user_behavior_daily,257.0,4.0,,,51.52979066022544,,,
user_behavior_daily,258.0,3.0,,,58.00604229607251,,,
user_behavior_daily,259.0,3.0,,,53.60134003350083,,,
user_behavior_daily,260.0,5.0,,,36.73938002296211,,,
user_behavior_daily,261.0,1.0,,,195.9183673469388,,,
user_behavior_daily,262.0,4.0,,,40.100250626566414,,,
user_behavior_daily,263.0,5.0,,,32.49830737982397,,,
user_behavior_daily,264.0,1.0,,,267.40947075208913,,,
user_behavior_daily,265.0,4.0,,,48.0,,,
user_behavior_daily,266.0,5.0,,,33.696033696033695,,,
user_behavior_daily,267.0,3.0,,,59.70149253731343,,,
user_behavior_daily,268.0,5.0,,,34.70715835140997,,,
user_behavior_daily,269.0,3.0,,,58.4652862362972,,,
user_behavior_daily,270.0,4.0,,,44.44444444444444,,,
user_behavior_daily,271.0,4.0,,,48.755713560182826,,,
user_behavior_daily,272.0,3.0,,,70.58823529411765,,,
user_behavior_daily,273.0,2.0,,,95.80838323353294,,,
user_behavior_daily,274.0,2.0,,,94.67455621301777,,,
user_behavior_daily,275.0,2.0,,,150.23474178403757,,,
user_behavior_daily,276.0,5.0,,,35.52923760177646,,,
user_behavior_daily,277.0,3.0,,,57.62304921968787,,,
user_behavior_daily,278.0,3.0,,,59.738643434972005,,,
user_behavior_daily,279.0,1.0,,,230.21582733812951,,,
user_behavior_daily,280.0,4.0,,,47.31394775751602,,,
user_behavior_daily,281.0,1.0,,,238.2133995037221,,,
user_behavior_daily,282.0,1.0,,,181.1320754716981,,,
user_behavior_daily,283.0,4.0,,,45.411542100283825,,,
user_behavior_daily,284.0,1.0,,,177.1217712177122,,,
user_behavior_daily,285.0,4.0,,,52.74725274725275,,,
user_behavior_daily,286.0,5.0,,,34.224598930481285,,,
user_behavior_daily,287.0,4.0,,,44.9438202247191,,,
user_behavior_daily,288.0,3.0,,,63.19947333772219,,,
user_behavior_daily,289.0,2.0,,,155.08885298869143,,,
user_behavior_daily,290.0,1.0,,,231.3253012048193,,,
user_behavior_daily,291.0,4.0,,,43.656207366984994,,,
user_behavior_daily,292.0,1.0,,,266.66666666666663,,,
user_behavior_daily,293.0,1.0,,,193.158953722334,,,
user_behavior_daily,294.0,3.0,,,53.90230207748456,,,
user_behavior_daily,295.0,5.0,,,36.09022556390977,,,
user_behavior_daily,296.0,1.0,,,199.5841995841996,,,
user_behavior_daily,297.0,4.0,,,43.36043360433604,,,
user_behavior_daily,298.0,2.0,,,119.25465838509317,,,
user_behavior_daily,299.0,3.0,,,58.50091407678245,,,
user_behavior_daily,300.0,2.0,,,128.3422459893048,,,
user_behavior_daily,301.0,4.0,,,45.43303360151444,,,
user_behavior_daily,302.0,3.0,,,63.7873754152824,,,
user_behavior_daily,303.0,4.0,,,41.92139737991266,,,
user_behavior_daily,304.0,5.0,,,39.29594760540319,,,
user_behavior_daily,305.0,2.0,,,85.94449418084153,,,
user_behavior_daily,306.0,2.0,,,139.94169096209913,,,
user_behavior_daily,307.0,3.0,,,77.92207792207792,,,
user_behavior_daily,308.0,4.0,,,44.11764705882353,,,
user_behavior_daily,309.0,3.0,,,78.30342577487765,,,
user_behavior_daily,310.0,4.0,,,47.360631475086336,,,
user_behavior_daily,311.0,3.0,,,63.70272063702721,,,
user_behavior_daily,312.0,4.0,,,40.05006257822278,,,
user_behavior_daily,313.0,2.0,,,91.08159392789372,,,
user_behavior_daily,314.0,2.0,,,117.07317073170732,,,
user_behavior_daily,315.0,3.0,,,61.30268199233717,,,
user_behavior_daily,316.0,1.0,,,300.0,,,
user_behavior_daily,317.0,3.0,,,55.26770293609671,,,
user_behavior_daily,318.0,2.0,,,116.08222490931075,,,
user_behavior_daily,319.0,4.0,,,47.384007897334655,,,
user_behavior_daily,320.0,5.0,,,37.06563706563706,,,
user_behavior_daily,321.0,3.0,,,75.29411764705883,,,
user_behavior_daily,322.0,3.0,,,64.47280053727333,,,
user_behavior_daily,323.0,4.0,,,47.976011994003,,,
user_behavior_daily,324.0,1.0,,,195.9183673469388,,,
user_behavior_daily,325.0,4.0,,,47.83258594917788,,,
user_behavior_daily,326.0,3.0,,,61.77606177606178,,,
user_behavior_daily,327.0,3.0,,,56.2390158172232,,,
user_behavior_daily,328.0,1.0,,,167.24738675958187,,,
user_behavior_daily,329.0,1.0,,,228.57142857142856,,,
user_behavior_daily,330.0,5.0,,,33.50785340314136,,,
user_behavior_daily,331.0,3.0,,,62.581486310299866,,,
user_behavior_daily,332.0,2.0,,,132.04951856946354,,,
user_behavior_daily,333.0,3.0,,,54.48354143019296,,,
user_behavior_daily,334.0,4.0,,,47.976011994003,,,
user_behavior_daily,335.0,1.0,,,256.0,,,
user_behavior_daily,336.0,5.0,,,33.04647160068846,,,
user_behavior_daily,337.0,4.0,,,41.8848167539267,,,
user_behavior_daily,338.0,1.0,,,171.12299465240642,,,
user_behavior_daily,339.0,4.0,,,42.3467137185708,,,
user_behavior_daily,340.0,1.0,,,162.71186440677965,,,
user_behavior_daily,341.0,1.0,,,220.68965517241375,,,
user_behavior_daily,342.0,5.0,,,35.32008830022075,,,
user_behavior_daily,343.0,5.0,,,32.312352743184114,,,
user_behavior_daily,344.0,3.0,,,62.62230919765166,,,
user_behavior_daily,345.0,3.0,,,73.33842627960274,,,
user_behavior_daily,346.0,4.0,,,48.632218844984806,,,
user_behavior_daily,347.0,2.0,,,94.11764705882352,,,
user_behavior_daily,348.0,1.0,,,177.1217712177122,,,
user_behavior_daily,349.0,2.0,,,110.85450346420322,,,
user_behavior_daily,350.0,4.0,,,41.48660328435609,,,
user_behavior_daily,351.0,4.0,,,45.476077688299384,,,
user_behavior_daily,352.0,1.0,,,161.88870151770658,,,
user_behavior_daily,353.0,3.0,,,78.04878048780488,,,
user_behavior_daily,354.0,4.0,,,52.66044980800878,,,
user_behavior_daily,355.0,1.0,,,210.989010989011,,,
user_behavior_daily,356.0,1.0,,,167.24738675958187,,,
user_behavior_daily,357.0,3.0,,,72.39819004524887,,,
user_behavior_daily,358.0,5.0,,,33.80281690140845,,,
user_behavior_daily,359.0,1.0,,,262.2950819672131,,,
user_behavior_daily,360.0,3.0,,,72.45283018867926,,,
user_behavior_daily,361.0,5.0,,,39.42505133470226,,,
user_behavior_daily,362.0,5.0,,,33.10344827586207,,,
user_behavior_daily,363.0,1.0,,,281.524926686217,,,
user_behavior_daily,364.0,4.0,,,44.4650301065308,,,
user_behavior_daily,365.0,5.0,,,37.81016148089799,,,
user_behavior_daily,366.0,4.0,,,48.854961832061065,,,
user_behavior_daily,367.0,5.0,,,38.96103896103896,,,
user_behavior_daily,368.0,5.0,,,33.379694019471486,,,
user_behavior_daily,369.0,2.0,,,128.5140562248996,,,
user_behavior_daily,370.0,2.0,,,117.64705882352942,,,
user_behavior_daily,371.0,5.0,,,34.719710669077756,,,
user_behavior_daily,372.0,5.0,,,37.69140164899882,,,
user_behavior_daily,373.0,5.0,,,38.18615751789976,,,
user_behavior_daily,374.0,5.0,,,32.57550050899219,,,
user_behavior_daily,375.0,1.0,,,221.1981566820276,,,
user_behavior_daily,376.0,1.0,,,180.79096045197736,,,
user_behavior_daily,377.0,1.0,,,195.9183673469388,,,
user_behavior_daily,378.0,4.0,,,51.2,,,
user_behavior_daily,379.0,5.0,,,39.2638036809816,,,
user_behavior_daily,380.0,2.0,,,104.12147505422992,,,
user_behavior_daily,381.0,3.0,,,54.32937181663837,,,
user_behavior_daily,382.0,5.0,,,39.13575214023645,,,
user_behavior_daily,383.0,1.0,,,257.372654155496,,,
user_behavior_daily,384.0,2.0,,,147.01378254211335,,,
user_behavior_daily,385.0,2.0,,,107.86516853932584,,,
user_behavior_daily,386.0,4.0,,,47.03576678098971,,,
user_behavior_daily,387.0,2.0,,,103.7837837837838,,,
user_behavior_daily,388.0,1.0,,,208.2429501084599,,,
user_behavior_daily,389.0,5.0,,,32.34501347708895,,,
user_behavior_daily,390.0,2.0,,,123.87096774193547,,,
user_behavior_daily,391.0,4.0,,,43.03003137606455,,,
user_behavior_daily,392.0,4.0,,,50.49973698053656,,,
user_behavior_daily,393.0,2.0,,,90.99526066350712,,,
user_behavior_daily,394.0,4.0,,,45.09159229685298,,,
user_behavior_daily,395.0,5.0,,,36.0495681562148,,,
user_behavior_daily,396.0,4.0,,,41.95804195804196,,,
user_behavior_daily,397.0,1.0,,,219.6796338672769,,,
user_behavior_daily,398.0,5.0,,,34.310221586847746,,,
user_behavior_daily,399.0,1.0,,,297.2136222910217,,,
user_behavior_daily,400.0,1.0,,,168.12609457092822,,,
user_behavior_daily,401.0,5.0,,,34.03048564338887,,,
user_behavior_daily,402.0,2.0,,,156.86274509803923,,,
user_behavior_daily,403.0,4.0,,,48.9795918367347,,,
user_behavior_daily,404.0,5.0,,,36.994219653179194,,,
user_behavior_daily,405.0,5.0,,,36.66921313980137,,,
user_behavior_daily,406.0,4.0,,,41.02564102564102,,,
user_behavior_daily,407.0,2.0,,,96.579476861167,,,
user_behavior_daily,408.0,4.0,,,41.9030990833697,,,
user_behavior_daily,409.0,4.0,,,41.9397116644823,,,
user_behavior_daily,410.0,4.0,,,40.57480980557904,,,
user_behavior_daily,411.0,5.0,,,34.40860215053763,,,
user_behavior_daily,412.0,5.0,,,32.899246058944485,,,
user_behavior_daily,413.0,3.0,,,56.737588652482266,,,
user_behavior_daily,414.0,3.0,,,62.663185378590086,,,
user_behavior_daily,415.0,2.0,,,81.98121263877027,,,
user_behavior_daily,416.0,2.0,,,157.89473684210526,,,
user_behavior_daily,417.0,3.0,,,74.24593967517401,,,
user_behavior_daily,418.0,5.0,,,36.15819209039548,,,
user_behavior_daily,419.0,3.0,,,61.97546804389929,,,
user_behavior_daily,420.0,1.0,,,211.45374449339204,,,
user_behavior_daily,421.0,1.0,,,230.76923076923077,,,
user_behavior_daily,422.0,2.0,,,134.0782122905028,,,
user_behavior_daily,423.0,4.0,,,45.39007092198582,,,
user_behavior_daily,424.0,1.0,,,179.1044776119403,,,
user_behavior_daily,425.0,3.0,,,64.77732793522267,,,
user_behavior_daily,426.0,2.0,,,90.39548022598868,,,
user_behavior_daily,427.0,2.0,,,128.5140562248996,,,
user_behavior_daily,428.0,2.0,,,99.27611168562564,,,
user_behavior_daily,429.0,2.0,,,92.93320425943853,,,
user_behavior_daily,430.0,5.0,,,34.820457018498374,,,
user_behavior_daily,431.0,3.0,,,77.54442649434571,,,
user_behavior_daily,432.0,2.0,,,84.43271767810026,,,
user_behavior_daily,433.0,5.0,,,35.92814371257485,,,
user_behavior_daily,434.0,1.0,,,310.67961165048547,,,
user_behavior_daily,435.0,5.0,,,37.05133153222694,,,
user_behavior_daily,436.0,2.0,,,120.30075187969923,,,
user_behavior_daily,437.0,3.0,,,71.58836689038031,,,
user_behavior_daily,438.0,1.0,,,235.29411764705884,,,
user_behavior_daily,439.0,2.0,,,131.86813186813183,,,
user_behavior_daily,440.0,2.0,,,104.91803278688523,,,
user_behavior_daily,441.0,3.0,,,55.65217391304349,,,
user_behavior_daily,442.0,3.0,,,74.13127413127413,,,
user_behavior_daily,443.0,1.0,,,190.0990099009901,,,
user_behavior_daily,444.0,3.0,,,57.69230769230769,,,
user_behavior_daily,445.0,5.0,,,37.795275590551185,,,
user_behavior_daily,446.0,4.0,,,51.64066702528241,,,
user_behavior_daily,447.0,5.0,,,33.66058906030855,,,
user_behavior_daily,448.0,3.0,,,59.85037406483791,,,
user_behavior_daily,449.0,2.0,,,155.59157212317666,,,
user_behavior_daily,450.0,1.0,,,185.32818532818533,,,
user_behavior_daily,451.0,2.0,,,86.17594254937163,,,
user_behavior_daily,452.0,5.0,,,32.50931256349475,,,
user_behavior_daily,453.0,2.0,,,130.7901907356948,,,
user_behavior_daily,454.0,1.0,,,172.35188509874325,,,
user_behavior_daily,455.0,2.0,,,82.75862068965517,,,
user_behavior_daily,456.0,1.0,,,220.1834862385321,,,
user_behavior_daily,457.0,1.0,,,163.5434412265758,,,
user_behavior_daily,458.0,3.0,,,56.2390158172232,,,
user_behavior_daily,459.0,1.0,,,175.50274223034734,,,
user_behavior_daily,460.0,2.0,,,150.23474178403757,,,
user_behavior_daily,461.0,5.0,,,35.60830860534124,,,
user_behavior_daily,462.0,2.0,,,102.3454157782516,,,
user_behavior_daily,463.0,3.0,,,53.66126327557295,,,
user_behavior_daily,464.0,3.0,,,56.67060212514758,,,
